,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
2,2024-10-13,89TH GREATER BOSTON OPEN (MA)2: U2200,1640** =>1650,1367** =>1389,
3,2024-09-22,1ST SPIEGEL CUP QUALIFIER (MA)1: GRADES 6-8,1697 =>1640,1427 =>1367,
4,2024-09-02,83RD NEW ENGLAND OPEN (MA)2: UNDER 2000,1691 =>1697,,
5,2024-08-18,54TH ANNUAL CONTINENTAL OPEN (MA)2: UNDER 2100,1690 =>1691,,
6,2024-07-20,XXXIV PAN AMERICAN YOUTH CHAMPIONSHIPS (FL)10: U12 GIRLS,1728 =>1690,,
7,2024-07-18,2024 PANAMERICAN YOUTH BLITZ (FL)10: U12 GIRLS,,,1248 =>1265
8,2024-06-22,BCF BIG MONEY SWISS (MA)1: OPEN,1719 =>1728,1394 =>1427,
9,2024-06-02,MASSACHUSETTS GIRLS CHAMPIONSHIP (MA)1: CHAMPIONSHIP,1731 =>1719,,
10,2024-05-19,BARRY S. SPIEGEL CUP (MA)3: ELEMENTARY SCHOOL,1744 =>1731,,
11,2024-04-21,BCF SPRING FESTIVAL (MA)1: OPEN,1674 =>1744,,
12,2024-04-14,2024 KCF ALL-GIRLS NATIONAL CHAMPIONSHIPS (IL)7: UNDER 12,1655 =>1674,,
13,2024-04-12,2024 KCF ALL-GIRLS NATIONAL BLITZ (IL)1: BLITZ - 5 DOUBLE-ROUND G/5;D0,,,1178 =>1248
14,2024-04-07,APRIL SUNDAY MORNING ACTION (MA)1: OPEN,1685 =>1655,1430 =>1394,
15,2024-03-31,16TH ANNUAL OPEN AT FOXWOODS (CT)3: UNDER 2000,1662 =>1685,,
16,2024-03-24,BLACK DIAMOND PREMIER (MA)1: OPEN,1664 =>1662,1427 =>1430,
17,2024-03-17,HURVITZ CUP (MA)3: GRADES K-5,1662 =>1664,1420 =>1427,
18,2024-03-10,56TH NY STATE SCHOLASTIC CHAMPIONSHIPS! (NY)7: ELEMENTARY CHAMPS,1687 =>1662,,
19,2024-03-03,3RD SPIEGEL CUP QUALIFIER (MA)2: GRADES K-5,1684 =>1687,1403 =>1420,
20,2024-02-11,WINTER TEAM CHALLENGE (MA)1: U1800,1651 =>1684,1323 =>1403,
21,2024-01-21,GUS GOSSELIN GRADE CHAMPIONSHIP (MA)3: GRADE 5,1656 =>1651,1310 =>1323,
22,2024-01-07,12TH ANNUAL BOSTON CHESS CONGRESS! (MA)3: UNDER 1900 SECTION,1662 =>1656,,
23,2023-12-30,YEAR END QUADS (MA)3: QUAD 3,1661 =>1662,,
24,2023-12-17,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS (FL)8: 5TH GRADE CHAMPIONSHIP,1717 =>1661,,
25,2023-12-14,2023 K-12 BLITZ CHAMPIONSHIP (FL)2: K-6 BLITZ,,,1105 =>1178
26,2023-11-26,4TH BOSTON ELITE THANKSGIVING FIDE (MA)2: U2000,1640 =>1717,,
27,2023-11-18,$15 OPEN (MA)1: OPEN,1672 =>1640,1331 =>1310,
28,2023-11-12,BCF FALL FESTIVAL (MA)3: U1900,1639 =>1672,,
29,2023-11-05,MASSACHUSETTS GIRLS QUALIFIER (MA)1: PREMIER,1630 =>1639,1298 =>1331,
30,2023-10-28,HALLOWEEN OPEN (MA)2: UNDER 1800,1623 =>1630,1198 =>1298,
31,2023-10-15,88TH GREATER BOSTON OPEN (MA)2: U2200,1663 =>1623,1234 =>1198,
32,2023-10-01,1ST SPIEGEL CUP QUALIFER (MA)2: GRADES K-5,1675 =>1663,1219 =>1234,
33,2023-09-04,82ND NEW ENGLAND OPEN (MA)2: UNDER 2000,1654 =>1675,,
34,2023-08-27,OPEN (MA)1: OPEN,1685 =>1654,1249 =>1219,
35,2023-08-18,PAN AMERICAN YOUTH 2023 (IL)10: U10 GIRLS,1675 =>1685,,
36,2023-08-14,PAN AMERICAN YOUTH 2023 BLITZ (IL)5: UNDER 10,,,1028 =>1105
37,2023-07-16,53RD ANNUAL CONTINENTAL OPEN! (MA)3: UNDER 1900 SECTION,1625 =>1675,,
38,2023-06-04,MASSACHUSETTS GIRLS CHAMPIONSHIP (MA)1: CHAMPIONSHIP,1581 =>1625,,
39,2023-05-29,91ST MASSACHUSETTS OPEN (MA)3: UNDER 1800,1427 =>1581,,
40,2023-04-30,2023 KCF ALL-GIRLS NATIONAL CHAMPIONSHIP (IL)5: UNDER 10,1456 =>1427,,
41,2023-04-28,2023 KFC ALL-GIRLS NATIONAL BLITZ (IL)1: BLITZ,,,991 =>1028
42,2023-04-23,SPRING FESTIVAL (MA)2: U1900,1400 =>1456,,
43,2023-04-16,FMCA SCHOLASTICS #29 (MA)1: UNDER 1500,1463 =>1400,1308 =>1249,
44,2023-04-02,4TH SPIEGEL CUP QUALIFIER (MA)2: GRADES K-5,1470 =>1463,1312 =>1308,
