,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
2,$15 OPEN AUG,OPEN,2,W,31373341,MARCO VIKRAM SURI,Unr. => 752 (R),W
3,BILLERICA MARCH SWISS 2023,OPEN,3,B,31140030,CONNER M CLOUGH,Unr. => 750 (R),W
4,3RD_BOSTON_ELITE_THANKSGIVING_OPEN_,2_U2000,5,W,30852820,QIZHENG ZHAO,Unr. => 565 (R),W
5,81ST NEW ENGLAND OPEN,UNDER 1500,5,B,30647470,BRENDAN ALEXANDER HERTEL,Unr. => 1400 (R),D
6,90TH MASSACHUSETTS OPEN,UNDER 1200,1,W,30603134,YUVANGURU BALAGURUMOORTHY,Unr. => 311 (R),W
7,LEXINGTON TOURNAMENT,U 1400,4,B,30422854,MR. RAYAN PALASSIAN,Unr. => 300 (R),W
8,FMCA SCHOLASTICS #15,UNDER 500,1,W,30349631,DEVANSH VELLANKI,Unr. => 185 (R),W
2,BILLERICA JUNE SWISS 2022- OPEN,OPEN,3,B,30356315,TIM HAN CHEN,175 => 175 (R),W
3,BILLERICA MAY SWISS 2022,OPEN,3,W,30356315,TIM HAN CHEN,180 => 175 (R),W
2,4TH SPIEGEL CUP QUALIFIER,GRADES K-3,3,W,17325943,AADHYA R CHALLA,380 => 396 (R),W
2,BLACK DIAMOND PREMIER,OPEN,1,B,31201657,DAVUD SHIRZADOV,428 => 428 (R),W
3,MARCH LEXINGTON CHESS 2022,U800,1,B,17035643,HARRY TAN,499 => 500 (R),D
4,FMCA SCHOLASTICS #16,UNDER 1000,1,W,30226194,STANLEY YINEN ZHU,491 => 457 (R),W
5,DECEMBER LEXINGTON RECREATION CHESS,U 800,3,B,17350946,SRIHAN SETTIPALLI,438 => 386 (R),W
6,FMCA SCHOLASTICS #15,UNDER 500,2,B,17208208,ANTONG LI,455 => 626 (R),D
7,FMCA SCHOLASTICS #15,UNDER 500,3,W,30186053,YICONG WU,405 => 527 (R),L
8,FMCA SCHOLASTICS #15,UNDER 500,4,W,30283775,TIGRAN KLGATYAN,475 => 321 (R),W
2,BILLERICA MARCH SWISS 2023,OPEN,2,W,30325251,TIMOTHY RYAN,548 => 630 (R),W
3,FMCA SCHOLASTICS #17,UNDER 1000,1,W,30186053,YICONG WU,527 => 509 (R),W
4,FMCA SCHOLASTICS #16,UNDER 1000,4,B,30255472,JEREMY ZHIYUAN YANG,552 => 612 (R),W
5,DECEMBER LEXINGTON RECREATION CHESS,U 800,4,W,30255472,JEREMY ZHIYUAN YANG,577 => 552 (R),W
2,FMCA SCHOLASTICS #19,UNDER 1000,2,W,17079067,JACE CHYN,670 => 622 (R),L
3,FMCA SCHOLASTICS #19,UNDER 1000,4,B,30226135,DAVID JETTE,627 => 673 (R),L
4,MARCH LEXINGTON CHESS 2022,U800,3,B,30238371,ZONGRUI ALVIN ZHOU,642 => 693 (R),L
5,MARCH LEXINGTON CHESS 2022,U800,4,W,30308060,MAXIMILIAN YU,606 => 564 (R),W
6,FMCA SCHOLASTICS #17,UNDER 1000,4,W,30255472,JEREMY ZHIYUAN YANG,612 => 748 (R),L
7,FMCA SCHOLASTICS #16,UNDER 1000,2,B,16732165,ANISH SARAVANAN,605 => 620 (R),W
8,DECEMBER LEXINGTON RECREATION CHESS,U 800,1,W,16732165,ANISH SARAVANAN,664 => 605 (R),W
9,DECEMBER LEXINGTON RECREATION CHESS,U 800,2,W,30323972,JUSTIN BEERBOHM,662 => 642 (R),W
2,MARCH LEXINGTON CHESS 2022,U800,2,W,16288677,SHIV SANKER,718 => 668 (R),W
3,FMCA SCHOLASTICS #18,UNDER 1000,2,W,16901476,TANISH BISWAS,761 => 819 (R),D
4,FMCA SCHOLASTICS #16,UNDER 1000,3,W,30153391,BENJAMIN BORIS WALKER,704 => 731 (R),L
2,BILLERICA CHESS CLUB CH 2022- CLUB,OPEN,2,B,30238371,ZONGRUI ALVIN ZHOU,817 => 1005 (R),D
3,APR_LEX,U 1400,4,B,30178900,JERRY DUAN,860 => 920 (R),W
4,4TH SPIEGEL CUP QUALIFIER,GRADES K-3,2,B,30178900,JERRY DUAN,877 => 860 (R),L
5,FMCA SCHOLASTICS #18,UNDER 1000,1,B,30311807,SHAWN WU,898 => 944 (R),L
2,BILLERICA FEBRUARY SWISS 2023,OPEN,3,B,30238371,ZONGRUI ALVIN ZHOU,927 => 968 (R),W
3,90TH MASSACHUSETTS OPEN,UNDER 1200,4,W,16812092,TANISH PENTAKOTA,998 => 929 (R),W
4,90TH MASSACHUSETTS OPEN,UNDER 1200,5,B,16991538,SRIRAM VENKATAPATHY,974 => 956 (R),W
5,APR_LEX,U 1400,1,W,30182459,ARNAV OM MANCHALA,930 => 821 (R),W
6,4TH SPIEGEL CUP QUALIFIER,GRADES K-3,1,W,30311807,SHAWN WU,964 => 933 (R),D
7,4TH SPIEGEL CUP QUALIFIER,GRADES K-3,4,B,30071216,CONNOR XIANG LIU,902 => 852 (R),W
8,FMCA SCHOLASTICS #19,UNDER 1000,1,B,30311807,SHAWN WU,944 => 854 (R),L
9,FMCA SCHOLASTICS #18,UNDER 1000,3,B,17088714,ETHAN W ZHANG,951 => 891 (R),L
10,FMCA SCHOLASTICS #17,UNDER 1000,2,B,30221502,ZACHARY PAN,953 => 931 (R),D
11,FMCA SCHOLASTICS #17,UNDER 1000,3,W,30319128,YANYEE LI,933 => 913 (R),L
12,DECEMBER LEXINGTON RECREATION CHESS,U 800,5,B,17299381,VIVIAN CHEN,944 => 1127 (R),L
2,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,2,W,30347417,MR. TOMMY KOZLEK IV,1070 => 1177 (R),W
3,90TH MASSACHUSETTS OPEN,UNDER 1200,2,B,30109394,DANIEL SCHLEITH,1025 => 958 (R),W
4,90TH MASSACHUSETTS OPEN,UNDER 1200,3,B,30036635,ALBERT DONG,1029 => 1116 (R),L
5,90TH MASSACHUSETTS OPEN,UNDER 1200,6,W,16818573,OLIVER KUTSMAN,1009 => 1166 (R),L
6,APR_LEX,U 1400,2,W,30323972,JUSTIN BEERBOHM,1032 => 982 (R),W
7,APR_LEX,U 1400,3,B,15955858,KAVIN SUNDARAM,1014 => 1048 (R),L
8,LEXINGTON TOURNAMENT,U 1400,3,W,17281345,VIVAN JAISWAL,1004 => 1007 (R),L
2,BILLERICA CHESS CLUB AUGUST 2023,OPEN,1,W,30855444,JIM JIN,1145 => 1278 (R),W
3,81ST NEW ENGLAND OPEN,UNDER 1500,4,B,30222942,ABIGAIL KATZ,1164 => 1199 (R),W
4,LEXINGTON TOURNAMENT,U 1400,2,B,15955858,KAVIN SUNDARAM,1119 => 1057 (R),L
2,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,1,B,30675974,EVAN BANERJEE,1264 => 1248 (R),D
3,81ST NEW ENGLAND OPEN,UNDER 1500,2,W,30277931,RODRIGO ESPIRITO SANTO,1268 => 1244 (R),D
4,81ST NEW ENGLAND OPEN,UNDER 1500,3,W,16191144,AANYA YADAWAD,1265 => 1192 (R),W
5,BILLERICA JULY SWISS 2022,OPEN,2,B,30319128,YANYEE LI,1228 => 1218 (R),D
2,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,4,W,30258050,FELIX WU,1360 => 1440 (R),D
3,BILLERICA SEPTEMBER SWISS 2022- OPE,OPEN,2,B,16673523,SPENCER CARMAN,1388 => 1372 (R),W
4,81ST NEW ENGLAND OPEN,UNDER 1500,1,B,30083131,XINAN LI,1370 => 1291 (R),D
5,BILLERICA MAY SWISS 2022,OPEN,2,B,30158113,FRANK ZHONGTIAN CAO,1383 => 1360 (R),D
2,WINTER TEAM CHALLENGE,U1800,1,B,16388502,MARK PIRYATINSKY,1418 => 1423 (R),W
3,72ND NEW HAMPSHIRE OPEN,UNDER 1950,2,W,16957835,RENE A. MINALGA-RHEAULT,1424 => 1428 (R),W
4,3RD_BOSTON_ELITE_THANKSGIVING_OPEN_,2_U2000,4,B,16916580,YICONG LI,1425 => 1526 (R),L
5,81ST NEW ENGLAND OPEN,UNDER 1500,6,W,16938972,LEO JAMES MARZORATTI,1462 => 1433 (R),W
2,73RD NEW HAMPSHIRE OPEN,OPEN,3,W,11377084,JON BUXTON,1500 => 1520 (R),W
3,WINTER TEAM CHALLENGE,U1800,4,B,30026942,DYLAN ROBERT ARNDT,1540 => 1550 (R),D
4,2023 NH AMATEUR CHAMPIONSHIP,CHAMPIONSHIP,3,B,30755548,RYAN ROTCAVICH,1529 => 1528 (R),W
5,88TH GREATER BOSTON OPEN,U2200,1,W,30048697,CHRIS CUI,1589 => 1599 (R),D
6,OCTOBER QUADS,QUAD 2,1,B,31459226,JAN CROONENBORGHS,1548 => 1569 (R),W
7,BLACK DIAMOND PREMIER,U2100,3,B,16869825,KEVINDU KINAL PERERA,1540 => 1517 (R),W
8,SEPTEMBER QUADS,QUAD 4,1,W,30305617,ELLA XINYUE ZHANG,1541 => 1499 (R),W
9,SEPTEMBER QUADS,QUAD 4,2,B,16923000,CHRISTIAN Y LI,1564 => 1595 (R),W
10,72ND NEW HAMPSHIRE OPEN,UNDER 1950,1,B,30359466,CHARLIE CRESWELL,1597 => 1729 (R),L
11,72ND NEW HAMPSHIRE OPEN,UNDER 1950,4,B,16600924,GORDON REDWINE,1583 => 1579 (R),D
12,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,3,B,30305617,ELLA XINYUE ZHANG,1511 => 1458 (R),W
13,125TH RHODE ISLAND OPEN CHESS TOURNAMENT,OPEN,3,B,30219278,OSCAR COPLON MCNALLY,1503 => 1505 (R),W
14,3RD_BOSTON_ELITE_THANKSGIVING_OPEN_,2_U2000,3,W,16715512,NATHAN KLEMPF,1587 => 1523 (R),D
15,3RD_BOSTON_ELITE_THANKSGIVING_OPEN_,2_U2000,6,W,30256936,TRUMAN KACZMARCZYK,1523 => 1513 (R),W
16,87TH GREATER BOSTON OPEN,U1900,2,B,15263723,SOPHIA ZADA ROSENHOLTZ,1569 => 1601 (R),L
17,87TH GREATER BOSTON OPEN,U1900,4,W,14467496,ZHIYANG TAN,1568 => 1569 (R),L
18,BILLERICA SEPTEMBER SWISS 2022- OPE,OPEN,4,W,16842787,KRISHNA NARAYANAN,1545 => 1590 (R),L
19,BILLERICA JUNE SWISS 2022- OPEN,OPEN,4,W,30158113,FRANK ZHONGTIAN CAO,1548 => 1527 (R),D
2,BCF BIG MONEY SWISS,OPEN,4,W,16966603,EVAN SHI,1684 => 1687 (R),W
3,73RD NEW HAMPSHIRE OPEN,OPEN,1,W,17026750,JOSHUA ROUX,1649 => 1657 (R),W
4,1ST CONCORD OPEN,PREMIER (1700+ USCF),3,B,16184916,PETER J LATONA,1695 => 1792 (R),D
5,NASHUA GRAND PRIX TORNADO,PREMIER (1600+),1,W,16433982,SUJAY KUNAMNENI,1636 => 1655 (R),W
6,NASHUA GRAND PRIX TORNADO,PREMIER (1600+),2,B,30179518,VIVAAN TANNA,1648 => 1663 (R),D
7,126TH RHODE ISLAND OPEN,OPEN,2,W,30347417,MR. TOMMY KOZLEK IV,1693 => 1719 (R),W
8,126TH RHODE ISLAND OPEN,OPEN,3,B,30154455,ROYCE ZHANG,1618 => 1657 (R),D
9,NEW ENGLAND GRAND PRIX INAUGURAL EV,PREMIER (1600+)/U2125,1,B,12581035,GERRY MITTICA,1601 => 1588 (R),W
10,$15 OPEN,OPEN,1,B,30347417,MR. TOMMY KOZLEK IV,1617 => 1637 (R),L
11,2023 NH AMATEUR CHAMPIONSHIP,CHAMPIONSHIP,1,B,17324391,VENKAT DEVARSHI DEVATA,1644 => 1655 (R),W
12,$15 OPEN OCT,OPEN,2,W,30855444,JIM JIN,1649 => 1640 (R),W
13,$15 OPEN OCT,OPEN,4,B,17348162,RAY XUE,1616 => 1665 (R),W
14,88TH GREATER BOSTON OPEN,U2200,2,B,16715512,NATHAN KLEMPF,1613 => 1578 (R),W
15,SEPTEMBER QUADS,QUAD 4,3,B,31322762,BEN PALMER,1618 => 1599 (R),W
16,AUGUST QUADS,QUAD 3,2,B,16646805,SHOURI RAO MOSALIGANTI,1621 => 1647 (R),L
17,AUGUST QUADS,QUAD 3,3,B,16155376,ARMAAN MEHTA,1668 => 1683 (R),W
18,91ST MASSACHUSETTS OPEN,UNDER 2100,3,W,14358604,JACKSON PARKER,1609 => 1576 (R),W
19,LOUIS GIARRUSSO CENTENNIAL CHAMPION,OPEN,2,W,15263723,SOPHIA ZADA ROSENHOLTZ,1691 => 1732 (R),L
20,LOUIS GIARRUSSO CENTENNIAL CHAMPION,OPEN,3,B,12842342,WAYNE ERIC POWERS,1664 => 1622 (R),W
21,LOUIS GIARRUSSO CENTENNIAL CHAMPION,OPEN,4,B,12822340,THOMAS P BARNETT,1694 => 1681 (R),W
22,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U2000,3,W,16842787,KRISHNA NARAYANAN,1619 => 1591 (R),W
23,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U2000,4,B,16715527,MAXIM KLEMPF,1628 => 1662 (R),W
24,125TH RHODE ISLAND OPEN CHESS TOURNAMENT,OPEN,2,W,16532594,BRADY HANKS,1678 => 1783 (R),L
25,11TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1900 SECTION,2,W,12742928,JONATHAN MARK LEE,1697 => 1664 (R),W
26,3RD_BOSTON_ELITE_THANKSGIVING_OPEN_,2_U2000,1,W,16842787,KRISHNA NARAYANAN,1671 => 1660 (R),D
27,BILLERICA OCTOBER SWISS 2022- OPEN,OPEN,3,B,12877246,DAVID W MARTIN,1600 => 1621 (R),D
28,BILLERICA AUGUST SWISS 2022- OPEN,OPEN,4,B,16012256,RYAN C GREENWOOD,1667 => 1655 (R),L
29,BILLERICA JUNE SWISS 2022- OPEN,OPEN,1,B,16636306,MICHAEL SCOTT DAVID,1692 => 1688 (R),D
30,BILLERICA MAY SWISS 2022,OPEN,1,W,12877246,DAVID W MARTIN,1658 => 1661 (R),L
31,BILLERICA MAY SWISS 2022,OPEN,4,W,12523634,TODD TSAKIRIS,1631 => 1640 (R),L
2,FALL FESTIVAL,OPEN,1,W,17026676,TIANJUN CHEN,1702 => 1714 (R),W
3,89TH GREATER BOSTON OPEN,U2200,1,W,16388220,STEVEN ZIANG FENG,1797 => 1814 (R),W
4,BIG MONEY SWISS,OPEN,1,W,30305617,ELLA XINYUE ZHANG,1704 => 1818 (R),L
5,BIG MONEY SWISS,OPEN,3,W,30668225,TOBIAS WHITMAN BARRY,1779 => 1821 (R),W
6,BIG MONEY SWISS,OPEN,4,B,17182781,JIANDA LIU,1766 => 1805 (R),W
7,54TH ANNUAL CONTINENTAL OPEN,UNDER 2100,1,W,16988211,HARRY LI,1740 => 1698 (R),W
8,54TH ANNUAL CONTINENTAL OPEN,UNDER 2100,4,B,31296341,MILO SU,1753 => 1781 (R),W
9,54TH ANNUAL CONTINENTAL OPEN,UNDER 2100,5,B,30048697,CHRIS CUI,1783 => 1777 (R),W
10,1ST CONCORD OPEN,PREMIER (1700+ USCF),4,W,30048697,CHRIS CUI,1768 => 1761 (R),W
11,BCF BIG MONEY SWISS,OPEN,1,W,16988211,HARRY LI,1763 => 1768 (R),W
12,1ST PENGUIN FESTIVAL,EMPEROR (1600+ USCF),4,W,16918131,PARINYA JAIN,1754 => 1761 (R),L
13,1ST WARNER OPEN,PREMIER (1600+),1,W,30185788,SAMANYU ALLURI,1742 => 1752 (R),D
14,NASHUA GRAND PRIX TORNADO,PREMIER (1600+),3,B,12879249,RAJDEEP SHARMA,1767 => 1824 (R),L
15,126TH RHODE ISLAND OPEN,OPEN,4,W,30429367,SIMON PAYNE,1722 => 1763 (R),D
