,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
1,2024-01-06,KINGS OF CHESS JANUARY 2024 (CO)3: K-12 DIVISION,1207 =>1157,1171 =>1124,
2,2023-12-02,SUMMIT SCHOOL OF CHESS #4 (CO)4: U1400,1126 =>1207,1087 =>1171,
3,2023-11-04,SUMMIT SCHOOL OF CHESS #3 (CO)3: U1400,1148 =>1126,1110 =>1087,
4,2023-10-07,SUMMIT SCHOOL OF CHESS OCT TOURNEY (CO)1: U1400,1083 =>1148,1062 =>1110,
5,2023-09-23,SUMMIT SCHOOL OF CHESS #1 (CO)2: U1400,1062 =>1083,1067 =>1062,
6,2023-09-03,2023 COLORADO OPEN (CO)5: EXTRA GAMES,1069 =>1062,,
7,2023-09-03,2023 COLORADO OPEN (CO)4: U1300,1071 =>1069,,
8,2023-07-23,2023 DENVER OPEN (CO)2: U1400,1159 =>1071,,
9,2023-05-13,SUMMIT SCHOOL SERIES #9 (CO)5: U1400,1188 =>1159,1102 =>1067,
10,2023-04-08,SSC #8 (CO)5: U1400,971 =>1188,900 =>1102,
11,2023-03-11,2022-2023 SSC#7 (CO)5: U1400,991 =>971,932 =>900,
12,2023-02-12,2023 SCHOLASTIC STATE CHAMPIONSHIPS (CO)3: K-5,1007 =>991,,
13,2023-02-04,SSC #6 (CO)5: U1400,958 =>1007,890 =>932,
14,2023-01-14,SSC #5 (CO)5: U1400,957 =>958,899 =>890,
15,2022-12-03,SSC #4 (CO)4: U1400,1014 =>957,974 =>899,
16,2022-11-05,SSC #3 (CO)4: U1000,954 =>1014,892 =>974,
17,2022-10-01,SSC #2 (CO)4: U1400,886 =>954,830 =>892,
18,2022-09-17,SSC #1 (CO)3: U1400,824 =>886,795 =>830,
19,2022-09-04,COLORADO OPEN- CHAMPIONSHIP (CO)4: U1300,852 =>824,,
20,2022-05-21,SUMMIT SCHOOL OF CHESS #9 (CO)4: U1400,869 =>852,807 =>795,
21,2022-04-16,2021-2022 SUMMIT SCHOOL OF CHESS SE (CO)5: 4-6 (U800),886 =>869,814 =>807,
22,2022-04-16,2021-2022 SUMMIT SCHOOL OF CHESS SE (CO)3: K-12 (U1000),845 =>886,765 =>814,
23,2022-03-19,2021-2022 SUMMIT SCHOOL OF CHESS SE (CO)5: 4-6 (U800),851 =>845,749 =>765,
24,2022-02-26,2021-2022 SUMMIT SCHOOL OF CHESS SE (CO)5: 4-6 (U800),839 =>851,723 (P25) =>749,
25,2022-02-13,2022 SCHOLASTIC STATE CHAMPIONSHIPS (CO)4: K-3,707 (P25) =>839,,
26,2022-01-22,2021-2022 SUMMIT SCHOOL OF CHESS SE (CO)6: K-3 (U800),644 (P20) =>707 (P25),657 (P20) =>723 (P25),
27,2021-12-11,SSC #4 HOLIDAY FUN (CO)1: K-3,514 (P15) =>644 (P20),515 (P15) =>657 (P20),
28,2021-11-20,2021-2022 SSC #3 - HAPPY THANKSGIVI (CO)1: K-3,468 (P10) =>514 (P15),469 (P10) =>515 (P15),
29,2021-10-23,2021-2022 SSC #2 HALLOWEEN BASH!! (CO)1: K-3,480 (P5) =>468 (P10),480 (P5) =>469 (P10),
30,2021-09-25,2021-2022 SUMMIT SCHOOL OF CHESS TO (CO)1: K-3,(Unrated) =>480 (P5),(Unrated) =>480 (P5),
