,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
2,SUMMIT SCHOOL OF CHESS #3,OPEN,1,,31499175,JONAH TYLER SHANK,Unr. => 952 (R),W
3,SUMMIT SCHOOL OF CHESS #9,OPEN,3,B,31260631,BALAJI MEENAKSHISUNDARAM,Unr. => 978 (R),W
2,SUMMIT SCHOOL OF CHESS #9,K-3,1,,30426034,MAXWELL ORION HOWARD,204 => 166 (R),W
2,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,1,W,30438831,MATTHEW CHIRCHIR,363 => 401 (R),W
3,DSCS #1,K-12 RATED,1,W,30643876,SANAY SRIVASTAVA,398 => 495 (R),W
2,DSCS #2,K-12 RATED,1,W,30165332,REYANSH AGARWAL,459 => 544 (R),W
2,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,1,B,30444972,PRASID VEMURI,511 => 632 (R),W
3,SSC #1,U1400,5,,30554313,AN ANDY GIA HOANG,563 => 676 (R),W
4,SUMMIT SCHOOL OF CHESS #9,K-3,3,,30284033,OSCAR STONE,541 => 550 (R),W
2,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,2,B,16168111,JASON WUU,641 => 631 (R),W
3,SUMMIT SCHOOL OF CHESS #9,K-3,2,,30495983,AVYUKTH SHRIKKANTH,636 => 709 (R),W
4,SUMMIT SCHOOL OF CHESS #9,K-3,5,,30415886,AARAV JAYANTA TRIPATHI,678 => 666 (R),W
2,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,2,W,30728749,ERIC N GESSLER,713 => 832 (R),W
3,DSCS #7,K-12 RATED,1,B,30755456,VICTORIA ALEXANDRA SAIIAN,795 => 800 (R),W
4,SSC #6,U1400,3,,16113278,LIAM PATRICK NEWELL,759 => 726 (R),W
5,DSCS #3,K-12 RATED,1,B,30755456,VICTORIA ALEXANDRA SAIIAN,734 => 786 (R),W
6,SSC #3,U1400,1,,30620704,JACKSON WYNETT,794 => 866 (R),W
7,SUMMIT SCHOOL OF CHESS #9,K-3,4,,30453606,JAMES CORBETT III,783 => 763 (R),W
2,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,3,W,30456709,ROHAN JACOB DAVID,853 => 1003 (R),W
3,SSC #6,U1400,2,,30076633,BEAU REGOLI,865 => 1128 (R),L
4,DSCS #2,K-12 RATED,2,B,30723417,JONAH ELIJAH CAPLAN,885 => 751 (R),W
5,DSCS #2,K-12 RATED,5,W,30495983,AVYUKTH SHRIKKANTH,816 => 822 (R),W
6,DSCS #1,K-12 RATED,4,B,30275147,ETHAN CONNER,840 => 903 (R),L
7,DSCS #1,K-12 RATED,5,W,30616736,CALEB GRAHAM,814 => 674 (R),W
8,SSC #1,U1400,1,,30279152,ARJUN SUNDARESAN,824 => 886 (R),L
9,SSC #1,U1400,2,,16862760,OM AMIT THAKEKAR,881 => 924 (R),W
2,SSC #8,U1400,1,,30279152,ARJUN SUNDARESAN,971 => 1188 (R),L
3,SSC #8,U1400,3,,30581110,DUY TUONG NGUYEN,963 => 997 (R),W
4,DSCS #7,K-12 RATED,5,W,16243695,ISADORE GROTEWIEL,964 => 965 (R),W
5,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,5,W,30944004,TYWIN STUTZ,902 => 1070 (R),W
6,SSC #6,U1400,1,,16876534,ASHRITH ARJUN NISTALA,913 => 907 (R),W
7,DSCS #3,K-12 RATED,5,W,30714233,ARIE FEIGIN,953 => 1086 (R),L
8,DSCS #2,K-12 RATED,3,W,30714233,ARIE FEIGIN,925 => 953 (R),W
9,DSCS #2,K-12 RATED,4,B,30275147,ETHAN CONNER,903 => 1017 (R),L
10,SSC #1,U1400,4,,17251366,OSEL MORGAN TSERING YEH,916 => 865 (R),W
2,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,3,B,30952462,ADHVIK MENON JR.,1057 => 980 (R),W
3,SSC #8,U1400,5,,30453606,JAMES CORBETT III,1040 => 1230 (R),L
4,DSCS #7,K-12 RATED,4,B,30714233,ARIE FEIGIN,1030 => 1056 (R),W
5,SSC #5,U1400,1,,30554313,AN ANDY GIA HOANG,1045 => 969 (R),W
6,SSC #5,U1400,2,,30150019,KRISH MATHIMARAN,1011 => 1254 (R),L
7,SSC #5,U1400,3,,16460976,ARI MELTZER,1091 => 1054 (R),W
8,SSC #5,U1400,4,,16967078,ANANTHAJIT P PARASURAM,1036 => 1036 (R),W
9,SSC #5,U1400,5,,30209820,GEORGE LIN,1059 => 1119 (R),D
10,DSCS #3,K-12 RATED,3,B,30275147,ETHAN CONNER,1002 => 961 (R),W
11,SSC #3,U1400,2,,30438419,ROCCO JAN DEGEEST,1075 => 1174 (R),L
12,SSC #1,U1400,3,,16967078,ANANTHAJIT P PARASURAM,1044 => 1106 (R),L
2,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,5,B,30279152,ARJUN SUNDARESAN,1156 => 1143 (R),W
3,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,6,B,30714233,ARIE FEIGIN,1157 => 1363 (R),D
4,DCC JANUARY TUESDAYS 2024,U1900,5,B,31500939,JONATHAN LITTEN,1157 => 1174 (R),D
5,SUMMIT SCHOOL OF CHESS #3,OPEN,3,,16967084,SHANKAR N PARASURAM,1111 => 1124 (R),W
6,SSC #8,U1400,2,,17251366,OSEL MORGAN TSERING YEH,1128 => 1085 (R),W
7,SSC #8,U1400,4,,17312162,AUDREY LI,1130 => 1170 (R),D
8,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,4,B,16967084,SHANKAR N PARASURAM,1110 => 1068 (R),D
9,DSCS #3,K-12 RATED,2,W,16460976,ARI MELTZER,1136 => 1122 (R),W
10,DSCS #3,K-12 RATED,4,B,30399807,ELI COHRS,1159 => 1185 (R),W
11,SSC #3,U1400,3,,16460976,ARI MELTZER,1187 => 1136 (R),W
12,SSC #3,U1400,4,,16967078,ANANTHAJIT P PARASURAM,1106 => 1016 (R),W
13,DSCS #1,K-12 RATED,3,W,30399807,ELI COHRS,1131 => 1159 (R),L
2,DCC JULY TUESDAYS 2024,U1900,1,W,31294947,ENRICO MOSS,1206 => 1254 (R),W
3,2024 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,4,W,30076633,BEAU REGOLI,1273 => 1272 (R),D
4,SSC #6,U1400,4,,30438419,ROCCO JAN DEGEEST,1279 => 1280 (R),L
2,DCC AUGUST TUESDAYS 2024,U1900,1,B,12807970,PAUL KULLBACK,1300 => 1300 (R),W
3,DCC MARCH TUESDAYS 2024,U1900,4,B,30232537,RAGUL THIYAGARAJAN,1389 => 1395 (R),W
4,DSCS #7,K-12 RATED,2,W,30399807,ELI COHRS,1392 => 1390 (R),D
5,DSCS #7,K-12 RATED,3,B,31025617,JON PAUL JUST,1373 => 1182 (R),L
6,SSC #3,U1400,5,,30142630,LEVI KAKLAUSKAS,1327 => 1332 (R),D
2,KINGS OF CHESS JANUARY 2024,PREMIER DIVISION,3,B,30495983,AVYUKTH SHRIKKANTH,1497 => 1457 (R),W
3,SUMMIT SCHOOL OF CHESS #9,OPEN,2,W,17030150,CHRISTOPHER E LEE,1483 => 1477 (R),L
4,DSCS #1,K-12 RATED,2,B,30680599,DAVID AIZENBERG,1461 => 1442 (R),D
2,DCC MAY TUESDAYS 2024,U1900,4,W,12544184,MR. RANDOLPH G SCHINE,1500 => 1500 (R),W
3,SUMMIT SCHOOL OF CHESS #3,OPEN,2,,14257431,JUSTIN T DOUNCE,1579 => 1609 (R),L
4,SUMMIT SCHOOL OF CHESS #3,OPEN,5,,30588060,KYLE LUO,1568 => 1579 (R),L
5,SUMMIT SCHOOL OF CHESS #9,OPEN,4,W,30527914,DINESH KUMAR JAYA KRISHNAMOORTHY,1526 => 1499 (R),L
2,ARIZONA PRESIDENTS DAY CLASSIC,PREMIER (1800 AND UP),2,W,16259005,VISAARADH PALANICHAMY,1657 => 1652 (R),W
3,DCC JULY TUESDAYS 2024,U1900,4,W,30669121,MATTHEW JOHN SITZMANN,1628 => 1608 (R),W
4,DCC JULY TUESDAYS 2024,U1900,5,B,12519208,WILLIAM O'NEIL,1638 => 1650 (R),L
5,DCC MAY TUESDAYS 2024,U1900,1,B,11424040,MR. CHARLES F LARIMER,1628 => 1597 (R),W
6,DCC MAY TUESDAYS 2024,U1900,2,B,12990917,MARK BRANDAO,1683 => 1679 (R),L
7,DCC MARCH TUESDAYS 2024,U1900,3,W,12519208,WILLIAM O'NEIL,1600 => 1600 (R),W
8,KINGS OF CHESS JANUARY 2024,PREMIER DIVISION,2,W,17262461,HENRY WALLACE KOVACS,1634 => 1627 (R),L
9,SUMMIT SCHOOL OF CHESS #3,OPEN,4,,17262461,HENRY WALLACE KOVACS,1646 => 1622 (R),D
10,SUMMIT SCHOOL OF CHESS #1,OPEN,5,,16623300,SAI SWANITH DASARI,1632 => 1649 (R),L
11,SUMMIT SCHOOL OF CHESS #9,OPEN,5,B,16623300,SAI SWANITH DASARI,1626 => 1612 (R),L
12,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-5,6,B,16824026,SHUBH MISRA,1648 => 1637 (R),L
2,ARIZONA PRESIDENTS DAY CLASSIC,PREMIER (1800 AND UP),5,W,30455029,NAVYAN REDDY BANDATMAKURU,1773 => 1786 (R),W
3,DCC TRIBUTE TO MLK 2025,PREMIER (+1600 USCF),5,W,30412244,BENJAMIN DEGUIRE,1769 => 1784 (R),W
4,DCC FALL CLASSIC 2024 NCW,PREMIER (+1600 USCF),4,W,12889369,DANIEL MARMER,1793 => 1860 (R),L
5,2024 COLORADO OPEN,CHAMPIONSHIP,4,W,12859075,GUILLERMO DAVID LOZANO,1768 => 1757 (R),W
6,DCC JULY TUESDAYS 2024,U1900,3,B,30155254,KRISTOPHER ZELKIN,1719 => 1744 (R),L
7,SUMMIT SCHOOL OF CHESS #1,OPEN,3,,10340195,JEFFREY BAFFO,1714 => 1700 (R),W
2,DCC TRIBUTE TO MLK 2025,PREMIER (+1600 USCF),2,W,12877251,ANTHONY R WHITT,1879 => 1859 (R),W
3,DCC FALL CLASSIC 2024 NCW,PREMIER (+1600 USCF),5,B,16824026,SHUBH MISRA,1859 => 1848 (R),D
4,2024 COLORADO OPEN,CHAMPIONSHIP,1,W,16018722,VEDANT PRAVIN MARGALE,1880 => 1875 (R),D
5,2024 COLORADO OPEN,CHAMPIONSHIP,5,W,12632969,KEVIN E CHEN,1842 => 1847 (R),W
6,DCC MAY TUESDAYS 2024,U1900,3,W,30155254,KRISTOPHER ZELKIN,1803 => 1762 (R),W
7,KINGS OF CHESS JANUARY 2024,PREMIER DIVISION,1,B,14736983,LUIS A JIMENEZ,1817 => 1792 (R),L
8,SUMMIT SCHOOL OF CHESS #1,OPEN,2,,10357519,RICHARD R ROLOFF,1800 => 1800 (R),W
